,Country,Universities Names,University Place,Tuition Fees
1364, USA,"Bowie State University, Bowie","Maryland, USA",₹15.24L/Yr
1365, USA,"Bridgewater State University, Bridgewater","Massachusetts, USA",₹18.51L/Yr
1366, USA,"Monroe College, Bronx","New York, USA",₹14.72L/Yr
1367, USA,"Brooklyn Law School, Brooklyn","New York, USA",₹50.84L/Yr
1368, USA,"New York City College of Technology, Brooklyn","New York, USA",₹15.47L/Yr
1369, USA,"Long Island University Post, Greenvale","New York, USA",₹36.03L/Yr
1370, USA,"Southern Virginia University, Buena Vista","Virginia, USA",₹16.46L/Yr
1371, USA,"Buffalo State, Buffalo","New York, USA",₹20.09L/Yr
1372, USA,"Niagara University, Niagara University","New York, USA",₹13.72L/Yr
1373, USA,"D'Youville College, Buffalo","New York, USA",₹22.29L/Yr
1374, USA,"New York Film Academy, Burbank","California, USA",₹27.22L/Yr
1375, USA,"Champlain College, Burlington","Vermont, USA",₹19.59L/Yr
1376, USA,"Slippery Rock University, Slippery Rock","Pennsylvania, USA",₹14.05L/Yr
1377, USA,"California University of Pennsylvania, California","Pennsylvania, USA",₹11.94L/Yr
1378, USA,"California State University - Channel Islands, Camarillo","California, USA",₹6.68L/Yr
1379, USA,"Hult International Business School, Cambridge","Massachusetts, USA",₹49.28L/Yr
1380, USA,"Longy School of Music, Cambridge","Massachusetts, USA",₹42.71L/Yr
1381, USA,"Southeast Missouri State University, Cape Girardeau","Missouri, USA",₹15.18L/Yr
1382, USA,"Castleton University, Castleton","Vermont, USA",₹27.28L/Yr
1383, USA,"Southern Utah University, Cedar City","Utah, USA",₹40.17L/Yr
1384, USA,"American Public University, Charles Town","West Virginia, USA",₹10.42L/Yr
1385, USA,"Eastern Illinois University, Charleston","Illinois, USA",₹12.43L/Yr
1386, USA,"University of Wisconsin, Whitewater","Wisconsin, USA",₹14.43L/Yr
1387, USA,"Eastern Washington University, Cheney","Washington, USA",₹15.37L/Yr
1388, USA,"Saint Xavier University, Chicago","Illinois, USA",₹27.98L/Yr
1389, USA,"Northeastern Illinois University, Chicago","Illinois, USA",₹28.73L/Yr
1390, USA,"University of Chicago Booth School of Business, Chicago","Illinois, USA",₹64.66L/Yr
1391, USA,"Columbia College Chicago, Chicago","Illinois, USA",₹25.56L/Yr
1392, USA,"Chicago State University, Chicago","Illinois, USA",₹16.66L/Yr
1393, USA,"School of Art Institute of Chicago, Chicago","Illinois, USA",₹45.51L/Yr
1394, USA,"North Park University, Chicago","Illinois, USA",₹27.97L/Yr
1395, USA,"John Marshall Law School, Chicago","Illinois, USA",₹42.43L/Yr
1396, USA,"Kendall College, Chicago","Illinois, USA",₹31.74L/Yr
1397, USA,"Keck Graduate Institute, Claremont","California, USA",₹45.67L/Yr
1398, USA,"Clarion University of Pennsylvania, Clarion","Pennsylvania, USA",₹14.04L/Yr
1399, USA,"Austin Peay State University, Clarksville","Tennessee, USA",₹14.95L/Yr
1400, USA,"Delta State University, Cleveland","Mississippi, USA",₹83.2K/Yr
1401, USA,"Lee University, Cleveland","Tennessee, USA",₹22.83L/Yr
1402, USA,"Columbia International University, Columbia","South Carolina, USA",₹11.98L/Yr
1403, USA,"Columbus State University, Columbus","Georgia, USA",₹39.99L/Yr
1404, USA,"Ohio Dominican University, Columbus","Ohio, USA",₹28.03L/Yr
1405, USA,"Franklin University, Columbus","Ohio, USA",₹14.89L/Yr
1406, USA,"University of Miami Online, Coral Gables","Florida, USA",₹47.38L/Yr
1407, USA,"Dallas Theological Seminary, Dallas","Texas, USA",₹16.47L/Yr
1408, USA,"Western Connecticut State University, Danbury","Connecticut, USA",₹16.53L/Yr
1409, USA,"University of Michigan, Dearborn","Michigan, USA",₹45.39L/Yr
1410, USA,"Metropolitan State University, Denver","Colorado, USA",₹24.52L/Yr
1411, USA,"Millennia Atlantic University, Doral","Florida, USA",₹16.02L/Yr
1412, USA,"Delaware State University, Dover","Delaware, USA",₹15.76L/Yr
1413, USA,"DeVry University, Naperville","Illinois, USA",₹17.61L/Yr
1414, USA,"University of Dubuque, Dubuque","Iowa, USA",₹35.65L/Yr
1415, USA,"North Carolina Central University, Durham","North Carolina, USA",₹20.37L/Yr
1416, USA,"New England Institute of Technology, Warwick","Rhode Island, USA",₹25.38L/Yr
1417, USA,"East Stroudsburg University, East Stroudsburg","Pennsylvania, USA",₹17L/Yr
1418, USA,"Edinboro University, Edinboro","Pennsylvania, USA",₹13.94L/Yr
1419, USA,"Oklahoma Christian University, Edmond","Oklahoma, USA",₹19.75L/Yr
1420, USA,"Salus University, Elkins Park","Pennsylvania, USA",₹36.12L/Yr
1421, USA,"Emporia State University, Emporia","Kansas, USA",₹12.47L/Yr
1422, USA,"Mercyhurst University, Erie","Pennsylvania, USA",₹37.02L/Yr
1423, USA,"University of Southern Indiana, Evansville","Indiana, USA",₹16.97L/Yr
1424, USA,"Fairfax University of America, Fairfax","Virginia, USA",₹12.09L/Yr
1425, USA,"Maharishi University of Management, Fairfield","Iowa, USA",₹15.17L/Yr
1426, USA,"Longwood University, Farmville","Virginia, USA",₹33.59L/Yr
1427, USA,"Fitchburg State University, Fitchburg","Massachusetts, USA",₹20.8L/Yr
1428, USA,"University of North Alabama, Florence","Alabama, USA",₹11.73L/Yr
1429, USA,"Francis Marion University, Florence","South Carolina, USA",₹8.82L/Yr
1430, USA,"Indiana University - Purdue University Fort Wayne, Fort Wayne","Indiana, USA",₹19.2L/Yr
1431, USA,"University of Saint Francis, Fort Wayne","Indiana, USA",₹29.47L/Yr
1432, USA,"Indiana Tech, Fort Wayne","Indiana, USA",₹23.15L/Yr
1433, USA,"Framingham State University, Framingham","Massachusetts, USA",₹16.03L/Yr
1434, USA,"Kentucky State University, Frankfort","Kentucky, USA",₹10.26L/Yr
1435, USA,"Dean College, Franklin County","Massachusetts, USA",₹37.19L/Yr
1436, USA,"Emmanuel College Boston, Boston","Massachusetts, USA",₹41.76L/Yr
1437, USA,"State University of New York Fredonia, Fredonia","New York, USA",₹14.88L/Yr
1438, USA,"Fresno Pacific University, Fresno","California, USA",₹26.5L/Yr
1439, USA,"Frostburg State University, Frostburg","Maryland, USA",₹18.08L/Yr
1440, USA,"Texas A&M University, Galveston","Texas, USA",₹34.27L/Yr
1441, USA,"Indiana University Northwest, Gary","Indiana, USA",₹32.59L/Yr
1442, USA,"College of DuPage, Glen Ellyn","Illinois, USA",₹14L/Yr
1443, USA,"Arcadia University, Glenside","Pennsylvania, USA",₹35.47L/Yr
1444, USA,"Colorado Mesa University, Grand Junction","Colorado, USA",₹21.64L/Yr
1445, USA,"Davenport University, Grand Rapids","Michigan, USA",₹19.66L/Yr
1446, USA,"Bard College at Simon's Rock, Great Barrington","Massachusetts, USA",₹52.52L/Yr
1447, USA,"Montana State University, Great Falls","Montana, USA",₹29.97L/Yr
1448, USA,"University of Wisconsin, Green Bay","Wisconsin, USA",₹17.42L/Yr
1449, USA,"Seton Hill University, Greensburg","Pennsylvania, USA",₹17.98L/Yr
1450, USA,"Bob Jones University, Greenville","South Carolina, USA",₹17.23L/Yr
1451, USA,"Purdue University - Northwest, Hammond","Indiana, USA",₹16.45L/Yr
1452, USA,"Montana State University - Northern, Havre","Montana, USA",₹29.97L/Yr
1453, USA,"Fort Hays State University, Hays","Kansas, USA",₹13.69L/Yr
1454, USA,"New England College, Henniker","New Hampshire, USA",₹27.9L/Yr
1455, USA,"Florida National University, Hialeah","Florida, USA",₹12.89L/Yr
1456, USA,"Hawaii Pacific University, Honolulu","Hawaii, USA",₹24.7L/Yr
1457, USA,"University of Houston - Downtown, Houston","Texas, USA",₹18.68L/Yr
1458, USA,"Houston Baptist University, Houston","Texas, USA",₹34.27L/Yr
1459, USA,"West Virginia State University, Institute","West Virginia, USA",₹13.69L/Yr
1460, USA,"Jacksonville University, Jacksonville","Florida, USA",₹34.17L/Yr
1461, USA,"Jacksonville State University, Jacksonville","Alabama, USA",₹18.79L/Yr
1462, USA,"University of Jamestown, Jamestown","North Dakota, USA",₹19.66L/Yr
1463, USA,"Saint Peter's University, Jersey City","New Jersey, USA",₹32.62L/Yr
1464, USA,"University of Kansas Medical Center, Kansas City","Kansas, USA",₹17.65L/Yr
1465, USA,"Avila University, Kansas City","Missouri, USA",₹25.6L/Yr
1466, USA,"University of Nebraska, Kearney","Nebraska, USA",₹15.74L/Yr
1467, USA,"University of Wisconsin - Parkside, Kenosha","Wisconsin, USA",₹18.73L/Yr
1468, USA,"Lake Washington Institute of Technology, Kirkland","Washington, USA",₹7.91L/Yr
1469, USA,"Indiana University Kokomo, Kokomo","Indiana, USA",₹18.3L/Yr
1470, USA,"Kutztown University, Kutztown","Pennsylvania, USA",₹11.8L/Yr
1471, USA,"Eastern Oregon University, La Grande","Oregon, USA",₹18.77L/Yr
1472, USA,"National University, La Jolla","California, USA",₹10.34L/Yr
1473, USA,"Saint Martin's University, Lacey","Washington, USA",₹37.6L/Yr
1474, USA,"McNeese State University, Lake Charles","Louisiana, USA",₹8.81L/Yr
1475, USA,"Florida Polytechnic University, Lakeland","Florida, USA",₹4.19L/Yr
1476, USA,"Texas A&M International University, Laredo","Texas, USA",₹17.44L/Yr
1477, USA,"New Mexico Highlands University, Las Vegas","Nevada, USA",₹12.87L/Yr
1478, USA,"St.  Andrews University, Laurinburg","North Carolina, USA",₹25.07L/Yr
1479, USA,"Cameron University, Lawton","Oklahoma, USA",₹15.21L/Yr
1480, USA,"Cumberland University, Lebanon","Tennessee, USA",₹16.64L/Yr
1481, USA,"Lewis - Clark State College, Lewiston","Idaho, USA",₹17.79L/Yr
1482, USA,"University of West Alabama, Livingston","Alabama, USA",₹18.49L/Yr
1483, USA,"Madonna University, Livonia","Michigan, USA",₹23.04L/Yr
1484, USA,"Bay Path University, Longmeadow","Massachusetts, USA",₹32.72L/Yr
1485, USA,"LeTourneau University, Longview","Texas, USA",₹28.85L/Yr
1486, USA,"Saint Francis University, Loretto","Pennsylvania, USA",₹34.12L/Yr
1487, USA,"Woodbury University, Burbank","California, USA",₹35.54L/Yr
1488, USA,"Dongguk University, Los Angeles","California, USA",₹39.17L/Yr
1489, USA,"Pacific States University, Los Angeles","California, USA",₹6.45L/Yr
1490, USA,"Southern California Institute of Architecture, Los Angeles","California, USA",₹28.56L/Yr
1491, USA,"DeVry University - California, Long Beach","California, USA",₹17.18L/Yr
1492, USA,"Sullivan University, Louisville","Kentucky, USA",₹14.28L/Yr
1493, USA,"Dakota State University, Madison","South Dakota, USA",₹9.53L/Yr
1494, USA,"Fairleigh Dickinson University, Madison","New Jersey, USA",₹28.35L/Yr
1495, USA,"Southern Arkansas University, Magnolia","Arkansas, USA",₹13.49L/Yr
1496, USA,"Southern New Hampshire University, Manchester","New Hampshire, USA",₹14.29L/Yr
1497, USA,"Fashion Institute of Technology, New York City","New York, USA",₹14.84L/Yr
1498, USA,"Northern Michigan University, Marquette","Michigan, USA",₹17.39L/Yr
1499, USA,"Southwest Minnesota State University, Marshall","Minnesota, USA",₹9.58L/Yr
1500, USA,"University of Tennessee Martin, Martin","Tennessee, USA",₹14.73L/Yr
1501, USA,"Northwest Missouri State University, Maryville","Missouri, USA",₹16.14L/Yr
1502, USA,"University of Wisconsin - Stout, Menomonie","Wisconsin, USA",₹16.44L/Yr
1503, USA,"Miami Dade College, Miami","Florida, USA",₹8.66L/Yr
1504, USA,"Atlantis University, Miami","Florida, USA",₹10.89L/Yr
1505, USA,"Midway University, Midway","Kentucky, USA",₹28.37L/Yr
1506, USA,"Walden University, Minneapolis","Minnesota, USA",₹20.4L/Yr
1507, USA,"Augsburg University, Minneapolis","Minnesota, USA",₹34.1L/Yr
1508, USA,"Minot State University, Minot","North Dakota, USA",₹14.83L/Yr
1509, USA,"Pfeiffer University, Misenheimer","North Carolina, USA",₹25.93L/Yr
1510, USA,"Western Oregon University, Monmouth","Oregon, USA",₹26.95L/Yr
1511, USA,"Middlebury Institute of International Studies at Monterey, Monterey","California, USA",₹54.73L/Yr
1512, USA,"Auburn University at Montgomery, Montgomery","Alabama, USA",₹23.98L/Yr
1513, USA,"Minnesota State University Moorhead, Moorhead","Minnesota, USA",₹25.17L/Yr
1514, USA,"Morehead State University, Morehead","Kentucky, USA",₹17.93L/Yr
1515, USA,"Clayton State University, Morrow","Georgia, USA",₹15.71L/Yr
1516, USA,"Stephen F. Austin State University, Nacogdoches","Texas, USA",₹30.85L/Yr
1517, USA,"Keller Graduate School of Management, Chicago","Illinois, USA",₹21.35L/Yr
1518, USA,"Central Connecticut State University, New Britain","Connecticut, USA",₹10.88L/Yr
1519, USA,"Muskingum University, New Concord","Ohio, USA",₹25.09L/Yr
1520, USA,"Southern University at New Orleans, New Orleans","Louisiana, USA",₹26.3L/Yr
1521, USA,"LIM College, New York City","New York, USA",₹24.83L/Yr
1522, USA,"Teachers College at Columbia University, New York City","New York, USA",₹28.22L/Yr
1523, USA,"School of Visual Arts, New York City","New York, USA",₹20.66L/Yr
1524, USA,"Salve Regina University, Newport","Rhode Island, USA",₹36.11L/Yr
1525, USA,"Lasell University, Newton","Massachusetts, USA",₹19.45L/Yr
1526, USA,"Norfolk State University, Norfolk","Virginia, USA",₹21.81L/Yr
1527, USA,"Kent State University Stark, North Canton","Ohio, USA",₹22.39L/Yr
1528, USA,"Manchester University, North Manchester","Indiana, USA",₹23.19L/Yr
1529, USA,"California College of the Arts, Oakland","California, USA",₹48.4L/Yr
1530, USA,"Holy Names University, Oakland","California, USA",₹29.76L/Yr
1531, USA,"University of Texas Permian Basin, Odessa","Texas, USA",₹22.91L/Yr
1532, USA,"New York Institute of Technology, New York City","New York, USA",₹35.9L/Yr
1533, USA,"Claflin University, Orangeburg","South Carolina, USA",₹13.6L/Yr
1534, USA,"South Carolina State University, Orangeburg","South Carolina, USA",₹17.29L/Yr
1535, USA,"State University of New York at Oswego, Oswego","New York, USA",₹15.81L/Yr
1536, USA,"Park University, Parkville","Missouri, USA",₹12.89L/Yr
1537, USA,"ArtCenter College of Design, Pasadena","California, USA",₹42.22L/Yr
1538, USA,"University of North Carolina, Pembroke","North Carolina, USA",₹8.56L/Yr
1539, USA,"Virginia State University, Petersburg","Virginia, USA",₹20.12L/Yr
1540, USA,"University of Sciences in Philadelphia, Philadelphia","Pennsylvania, USA",₹40.93L/Yr
1541, USA,"Curtis Institute of Music, Philadelphia","Pennsylvania, USA",₹5.07L/Yr
1542, USA,"Stevenson University, Owings Mills","Maryland, USA",₹32.98L/Yr
1543, USA,"Pittsburg State University, Pittsburg","Kansas, USA",₹17.11L/Yr
1544, USA,"Joseph M. Katz Graduate School of Business, University of Pittsburgh, Pittsburgh","Pennsylvania, USA",₹29.14L/Yr
1545, USA,"La Roche University, Pittsburgh","Pennsylvania, USA",₹27.76L/Yr
1546, USA,"University of Wisconsin, Platteville","Wisconsin, USA",₹16.4L/Yr
1547, USA,"State University of New York Plattsburgh, Plattsburgh","New York, USA",₹8.37L/Yr
1548, USA,"Plymouth State University, Plymouth","New Hampshire, USA",₹20.74L/Yr
1549, USA,"Eastern New Mexico University, Portales","New Mexico, USA",₹9.06L/Yr
1550, USA,"University of Southern Maine, Portland","Maine, USA",₹21.87L/Yr
1551, USA,"Shawnee State University, Portsmouth","Ohio, USA",₹15.08L/Yr
1552, USA,"State University of New York Potsdam, Potsdam","New York, USA",₹14.68L/Yr
1553, USA,"Johnson & Wales University, Providence","Rhode Island, USA",₹33.1L/Yr
1554, USA,"York College, Jamaica","New York, USA",₹15.47L/Yr
1555, USA,"Eastern Nazarene College, Quincy","Massachusetts, USA",₹21.96L/Yr
1556, USA,"Marymount California University, Rancho Palos Verdes","California, USA",₹31.2L/Yr
1557, USA,"National American University, Rapid City","South Dakota, USA",₹19.22L/Yr
1558, USA,"DigiPen Institute of Technology, Redmond","Washington, USA",₹33.9L/Yr
1559, USA,"University of Potomac, Washington","District Of Columbia, USA",₹11.9L/Yr
1560, USA,"Illinois Dominican University, River Forest","Illinois, USA",₹30.94L/Yr
1561, USA,"La Sierra University, Riverside","California, USA",₹27.53L/Yr
1562, USA,"California Baptist University, Riverside","California, USA",₹32.49L/Yr
1563, USA,"Winthrop University, Rock Hill","South Carolina, USA",₹26.03L/Yr
1564, USA,"Lewis University, Romeoville","Illinois, USA",₹29.34L/Yr
1565, USA,"Arkansas Tech University, Russellville","Arkansas, USA",₹11.83L/Yr
1566, USA,"Lindenwood University, Saint Charles","Missouri, USA",₹15.98L/Yr
1567, USA,"Dixie State University, Saint George","Utah, USA",₹9.17L/Yr
1568, USA,"Missouri Western State University, Saint Joseph","Missouri, USA",₹14.55L/Yr
1569, USA,"Concordia University - Saint Paul, Saint Paul","Minnesota, USA",₹20.08L/Yr
1570, USA,"Metropolitan State University, Saint Paul","Minnesota, USA",₹29.68L/Yr
1571, USA,"University of St. Thomas, Houston","Texas, USA",₹40.36L/Yr
1572, USA,"Salem State University, Salem","Massachusetts, USA",₹13.73L/Yr
1573, USA,"American National University, Salem","Virginia, USA",₹21.99L/Yr
1574, USA,"Salem University, Salem","West Virginia, USA",₹22.25L/Yr
1575, USA,"United States University, San Diego","California, USA",₹11.69L/Yr
1576, USA,"NewSchool of Architecture and Design, San Diego","California, USA",₹34.7L/Yr
1577, USA,"California Miramar University, San Diego","California, USA",₹25.24L/Yr
1578, USA,"University of California Hastings College of Law, San Francisco","California, USA",₹27.65L/Yr
1579, USA,"Academy of Art University, San Francisco","California, USA",₹33L/Yr
1580, USA,"California Institute of Integral Studies, San Francisco","California, USA",₹32.07L/Yr
1581, USA,"International Technological University, San Jose","California, USA",₹15.72L/Yr
1582, USA,"California State University, San Marcos","California, USA",₹15L/Yr
1583, USA,"Santa Monica College, Santa Monica","California, USA",₹8.32L/Yr
1584, USA,"University of South Florida - Sarasota-Manatee, Sarasota","Florida, USA",₹14.79L/Yr
1585, USA,"Lake Superior State University, Sault Ste Marie","Michigan, USA",₹14.52L/Yr
1586, USA,"Savannah State University, Savannah","Georgia, USA",₹15.65L/Yr
1587, USA,"Marywood University, Scranton","Pennsylvania, USA",₹29.36L/Yr
1588, USA,"California State University - Monterey Bay, Seaside","California, USA",₹19.76L/Yr
1589, USA,"City University of Seattle, Seattle","Washington, USA",₹20.17L/Yr
1590, USA,"Shepherd University, Shepherdstown","West Virginia, USA",₹15.27L/Yr
1591, USA,"Shippensburg University of Pennsylvania, Shippensburg","Pennsylvania, USA",₹18.4L/Yr
1592, USA,"Louisiana State University Shreveport, Shreveport","Louisiana, USA",₹18.63L/Yr
1593, USA,"Indiana University South Bend, South Bend","Indiana, USA",₹18.37L/Yr
1594, USA,"University of South Carolina - Upstate, Spartanburg","South Carolina, USA",₹23.95L/Yr
1595, USA,"Black Hills State University, Spearfish","South Dakota, USA",₹10.27L/Yr
1596, USA,"University of Illinois, Springfield","Illinois, USA",₹15.55L/Yr
1597, USA,"Drury University, Springfield","Missouri, USA",₹26.76L/Yr
1598, USA,"Eastern University, St. Davids","Pennsylvania, USA",₹28.33L/Yr
1599, USA,"North American University, Stafford","Texas, USA",₹18.7L/Yr
1600, USA,"University of Wisconsin, Stevens Point","Wisconsin, USA",₹14.93L/Yr
1601, USA,"Aquinas College, Grand Rapids","Michigan, USA",₹25.06L/Yr
1602, USA,"University of Washington, Tacoma","Washington, USA",₹31.61L/Yr
1603, USA,"Northeastern State University, Tahlequah","Oklahoma, USA",₹44.74L/Yr
1604, USA,"University of Advancing Technology, Tempe","Arizona, USA",₹20.26L/Yr
1605, USA,"Nicholls State University, Thibodaux","Louisiana, USA",₹24.44L/Yr
1606, USA,"Heidelberg University, Tiffin","Ohio, USA",₹29.04L/Yr
1607, USA,"Tiffin University, Tiffin","Ohio, USA",₹25.14L/Yr
1608, USA,"Washburn University, Topeka","Kansas, USA",₹18.65L/Yr
1609, USA,"Troy University, Troy","Alabama, USA",₹17.2L/Yr
1610, USA,"University of Tennessee Space Institute, Tullahoma","Tennessee, USA",₹12.33L/Yr
1611, USA,"Tuskegee University, Tuskegee","Alabama, USA",₹18.14L/Yr
1612, USA,"Saginaw Valley State University, University Center","Michigan, USA",₹18.61L/Yr
1613, USA,"Utica College, Utica","New York, USA",₹23.29L/Yr
1614, USA,"University of Houston, Victoria","Texas, USA",₹14.06L/Yr
1615, USA,"IGlobal University, Vienna","Virginia, USA",₹17.86L/Yr
1616, USA,"ECPI University, Richmond","Virginia, USA",₹49.27L/Yr
1617, USA,"University of Central Missouri, Warrensburg","Missouri, USA",₹14.74L/Yr
1618, USA,"Kogod School of Business, Washington","District Of Columbia, USA",₹49.21L/Yr
1619, USA,"University of the District of Columbia, Washington","District Of Columbia, USA",₹15.73L/Yr
1620, USA,"National Defense University, Washington","District Of Columbia, USA",$0/YrLiving:
1621, USA,"William Paterson University of New Jersey, Wayne","New Jersey, USA",₹19.63L/Yr
1622, USA,"Wayne State College, Wayne","Nebraska, USA",₹13.98L/Yr
1623, USA,"Southwestern Oklahoma State University, Weatherford","Oklahoma, USA",₹13.26L/Yr
1624, USA,"University of New Haven, West Haven","Connecticut, USA",₹36.2L/Yr
1625, USA,"Monmouth University, West Long Branch","New Jersey, USA",₹37.34L/Yr
1626, USA,"Westfield State University, Westfield","Massachusetts, USA",₹16.39L/Yr
1627, USA,"Midwestern State University, Wichita Falls","Texas, USA",₹17.58L/Yr
1628, USA,"Pennsylvania College of Technology, Williamsport","Pennsylvania, USA",₹19.29L/Yr
1629, USA,"Goldey-Beacom College, Wilmington","Delaware, USA",₹15.37L/Yr
1630, USA,"Widener University-Delaware Law School, Wilmington","Delaware, USA",₹21.66L/Yr
1631, USA,"Winona State University, Winona","Minnesota, USA",₹13.97L/Yr
1632, USA,"Full Sail University, Winter Park","Florida, USA",₹62.03L/Yr
1633, USA,"Becker College, Worcester","Massachusetts, USA",₹28.56L/Yr
1634, USA,"Worcester State University, Worcester","Massachusetts, USA",₹10.26L/Yr
1635, USA,"York College of Pennsylvania, York","Nebraska, USA",₹18.26L/Yr
1636, USA,"Youngstown State University, Youngstown","Ohio, USA",₹11.53L/Yr
1637, USA,"Harvard Law School, Cambridge","Massachusetts, USA",₹67.19L/Yr
1638, USA,"College of Engineering, Carnegie Mellon University, Pittsburgh","Pennsylvania, USA",₹49.11L/Yr
1639, USA,"College of Fine Arts, Carnegie Mellon University, Pittsburgh","Pennsylvania, USA",₹41.93L/Yr
1640, USA,"Harvard Extension School, Cambridge","Massachusetts, USA",₹32.14L/Yr
1641, USA,"Harvard Kennedy School, Cambridge","Massachusetts, USA",₹52.68L/Yr
1642, USA,"Stanford Graduate School of Business, Stanford","California, USA",₹41.53L/Yr
1643, USA,"Harvard Business School, Boston","Massachusetts, USA",₹64.12L/Yr
1644, USA,"The Wharton School, Philadelphia","Pennsylvania, USA",₹49.75L/Yr
1645, USA,"MIT Sloan School of Management, Cambridge","Massachusetts, USA",₹60.15L/Yr
1646, USA,"Columbia Business School, New York City","New York, USA",₹51.28L/Yr
1647, USA,"Haas School of Business, Berkeley","California, USA",₹39.73L/Yr
1648, USA,"Yale School of Management, New Haven","Connecticut, USA",₹58.73L/Yr
1649, USA,"Kellogg School of Management, Evanston","Illinois, USA",₹47L/Yr
1650, USA,"Tuck School of Business, Hanover","New Hampshire, USA",₹70.63L/Yr
1651, USA,"The Fuqua School of Business, Durham","North Carolina, USA",₹54.51L/Yr
1652, USA,"Darden School of Business, Charlottesville","Virginia, USA",₹40.47L/Yr
1653, USA,"Stern School of Business, New York City","New York, USA",₹55.09L/Yr
1654, USA,"Anderson School of Management, Los Angeles","California, USA",₹42.42L/Yr
1655, USA,"Johnson Graduate School of Management, Ithaca","New York, USA",₹60.25L/Yr
1656, USA,"Ross School of Business, Ann Arbor","Michigan, USA",₹54.12L/Yr
1657, USA,"McDonough School of Business, Washington","District Of Columbia, USA",₹49.84L/Yr
1658, USA,"Tepper School of Business, Pittsburgh","Pennsylvania, USA",₹50.87L/Yr
1659, USA,"McCombs School of Business, Austin","Texas, USA",₹28.5L/Yr
1660, USA,"Goizueta Business School, Atlanta","Georgia, USA",₹54.84L/Yr
1661, USA,"Kelley School of Business, Bloomington","Indiana, USA",₹29.71L/Yr
1662, USA,"Marshall Business School, Los Angeles","California, USA",₹20.46L/Yr
1663, USA,"Foster School of Business, Seattle","Washington, USA",₹27.09L/Yr
1664, USA,"UNC Kenan-Flagler Business School, Chapel Hill","North Carolina, USA",₹39.99L/Yr
1665, USA,"Owen Graduate School of Management, Nashville","Tennessee, USA",₹60.23L/Yr
1666, USA,"Olin Business School, St. Louis","Missouri, USA",₹45.42L/Yr
1667, USA,"Mendoza College of Business, Notre Dame","Indiana, USA",₹52.82L/Yr
1668, USA,"Scheller College of Business, Atlanta","Georgia, USA",₹35.62L/Yr
1669, USA,"W. P. Carey School of Business, Tempe","Arizona, USA",₹36.84L/Yr
1670, USA,"Smeal College of Business, University Park","Pennsylvania, USA",₹35L/Yr
1671, USA,"Eli Broad College of Business, East Lansing","Michigan, USA",₹26.05L/Yr
1672, USA,"Questrom School of Business, Boston","Massachusetts, USA",₹58.09L/Yr
1673, USA,"Robert H. Smith School of Business, College Park","Maryland, USA",₹27L/Yr
1674, USA,"Krannert School of Management, West Lafayette","Indiana, USA",₹19.9L/Yr
1675, USA,"Wisconsin School of Business, Madison","Wisconsin, USA",₹34.62L/Yr
1676, USA,"Carlson School of Management, Minneapolis","Minnesota, USA",₹34.3L/Yr
1677, USA,"Simon Business School, Rochester","New York, USA",₹52.16L/Yr
1678, USA,"Fisher College of Business, Columbus","Ohio, USA",₹62.88L/Yr
1679, USA,"Cox School of Business, Dallas","Texas, USA",₹41.39L/Yr
1680, USA,"Mays Business School, College Station","Texas, USA",₹31.15L/Yr
1681, USA,"School of Business, University of Connecticut, Storrs","Connecticut, USA",₹36.39L/Yr
1682, USA,"Rutgers Business School, Piscataway","New Jersey, USA",₹32.86L/Yr
1683, USA,"Foisie Business School, Worcester","Massachusetts, USA",₹38.2L/Yr
1684, USA,"Gatton College of Business and Economics, Lexington","Kentucky, USA",₹28.89L/Yr
1685, USA,"College of Business, Oregon State University, Corvallis","Oregon, USA",₹30.46L/Yr
1686, USA,"Trulaske College of Business, University of Missouri, Columbia","Missouri, USA",₹27.11L/Yr
1687, USA,"Sam M. Walton College of Business, Fayetteville","Arkansas, USA",₹21.24L/Yr
1688, USA,"Coles College of Business, Kennesaw State University, Kennesaw","Georgia, USA",₹26.09L/Yr
1689, USA,"Zicklin School of Business, New York City","New York, USA",₹14.16L/Yr
1690, USA,"College of Business and Economics, Lehigh University, Bethlehem","Pennsylvania, USA",₹41.96L/Yr
1691, USA,"College of Business, University of Michigan-Dearborn, Dearborn","Michigan, USA",₹51.12L/Yr
1692, USA,"Hough Graduate School of Business, Gainesville","Florida, USA",₹23.51L/Yr
1693, USA,"Beacom School of Business, Vermillion","South Dakota, USA",₹16.11L/Yr
1694, USA,"College of Business, Albany State University, Albany","Georgia, USA",₹14L/Yr
1695, USA,"Fox School of Business and Management, Philadelphia","Pennsylvania, USA",₹28.05L/Yr
1696, USA,"Alfred Lerner College of Business and Economics, The University of Delaware, Newark","Delaware, USA",₹34.86L/Yr
1697, USA,"Rady School of Management, La Jolla","California, USA",₹29.41L/Yr
1698, USA,"Weatherhead School of Management, Cleveland","Ohio, USA",₹40.01L/Yr
1699, USA,"Darla Moore School of Business, Columbia","South Carolina, USA",₹23.89L/Yr
1700, USA,"Sawyer Business School, Boston","Massachusetts, USA",₹37.17L/Yr
1701, USA,"A. Gary Anderson Graduate School of Management, Riverside","California, USA",₹15.55L/Yr
1702, USA,"College of Business, Northern Illinois University, DeKalb","Illinois, USA",₹18.08L/Yr
1703, USA,"Muma College of Business, University of South Florida, Tampa","Florida, USA",₹14.24L/Yr
1704, USA,"Carroll School of Management, Chestnut Hill","Massachusetts, USA",₹22.83L/Yr
